Faculty,Code,Title,Description,Components,Prerequisites
CVG,6311,Special Topics in Materials & Construction Management ,This course is equivalent to CIVJ 6011 at Carleton University.,Lecture,
CVG,6508,Études dirigées I ,Cours individuels créés seulement pour les cas exceptionnels. Un étudiant peut en suivre un au niveau de la maîtrise ou un total de deux pour les études de maîtrise et de doctorat.,Volet :Cours magistral,
CVG,6509,Études dirigées II ,Cours individuels créés seulement pour les cas exceptionnels. Un étudiant peut en suivre un au niveau de la maîtrise ou un total de deux pour les études de maîtrise et de doctorat.,Volet :Cours magistral,
CVG,7100,Geotechnical Case Studies ,The critical study of case histories relating to current procedures of design and construction in geotechnical engineering. The importance of instrumentation and monitoring field behavior will be stressed. In-situ testing. Includes: Experiential Learning Activity. This course is equivalent to CIVE 5209 at Carleton University.,"Lecture, Seminar",
CVG,7101,Advanced Soil Mechanics ,"Effective stress, pore pressure parameters, saturated and partially saturated soils; seepage; permeability tensor, solutions of the Laplace equation; elastic equilibrium; anisotropy, non-homogeneity, consolidation theories; shear strength of cohesive and cohesionless soils; failure and yield criteria. This course is equivalent to CIVE 5300 at Carleton University.",Lecture,
CVG,7103,Pavement and Materials ,"An analysis of the interaction of materials, traffic, and climate in the planning, design construction, evaluation, maintenance, and rehabilitation of highway and airport pavements. This course is equivalent to CIVE 5303 at Carleton University.",Lecture,
CVG,7104,Earth Retaining Structures ,"Approaches to the theoretical and semi-empirical analysis of earth retaining structures. Review of the earth pressure theories. Analysis and design methods for rigid and flexible retaining walls, braced excavations, and tunnels. Instrumentation and performance studies. This course is equivalent to CIVE 5500 at Carleton University.",Lecture,
CVG,7105,advanced Foundation Engineering ,Review of methods of estimating compression and shear strength of soils. Bearing capacity of shallow and deep foundations. Foundations in slopes. Pile groups. Use of in-situ testing for design purposes. This course is equivalent to CIVE 5501 at Carleton University.,Lecture,
CVG,7107,Numerical Methods in Geomechanics ,"Advanced theories of soil and rock behavior. Plasticity models. Generalized failure criteria. Critical state and cap models. Dilatancy effects. Associative and non-associative flow rules. Hardening rules. Consolidation, visco-elasticity, creep behavior. Finite element formulation. Iterative schemes. Time marching schemes. Solution of typical boundary value problems. This course is equivalent to CIVE 5503 at Carleton University.",Lecture,"Prerequisites:CVG 7120,CVG 7122."
CVG,7109,Geotechnical Earthquake Engineering ,"Seismic hazards, earthquakes and ground motion, wave propagation, ground response analysis, soil properties for dynamic analysis: laboratory tests, in-situ tests, modulus and damping curves, liquefaction susceptibility, post liquefaction response, seismic effects on slope stability, retaining structures. This course is equivalent to CIVE 5505 at Carleton University.",Lecture,
CVG,7110,Road Safety Analysis ,"Fundamental analytical techniques for road safety analysis, background of traffic safety analysis, network screening, before and after analysis, and surrogate measures of safety. This course is equivalent to CIVE 5310 at Carleton University.",Lecture,
CVG,7111,"Advanced Building Characterization, Conservation and Rehabilitation ","Supporting concepts and techniques for the identification, documentation, and conservation of heritage and existing buildings; advanced workshops by experts from key disciplines and practice areas in heritage conservation. Includes: Experiential Learning Activity. This course is equivalent to CIVE 5603 at Carleton University","Laboratory, Lecture",
CVG,7112,Wood structures and fire ,"Introduction to fire-safe design of wood buildings, brief review of wood products and wood design, prescriptive code requirements, determination of fire-resistance of wood structures through different methods. Includes: Experiential Learning Activity. This course is equivalent to CIVE 5616 at Carleton University.","Laboratory, Lecture",
CVG,7113,Practical applications of fire protection ,"Introduction to the practical application of fire protection engineering from a consulting and a regulatory perspective. Main highlights include performance-based design, fire forensics, emergency preparedness and firefighting. This course is equivalent to CIVE 5617 at Carleton University.",Lecture,
CVG,7114,"Probability, Statistics, Stochastic Processes and Statistical Inference in Engineering ","Fundamental of probability and statistics, (robust and ridge) regression, generalized linear models, sparse models, mixture models, stochastic processes, statistical inference and applications. Includes: Experiential Learning Activity. This course is equivalent to CIVE 5604 at Carleton University.","Laboratory, Lecture",
CVG,7115,Structural Assessment of Historic Buildings ,"General concepts related to conservation of heritage structures; materials, construction techniques and structural components; classical structural analysis approaches; seismic behaviour, damage and collapse mechanisms of historic buildings; modern conservation criteria and practical implementation of repair or strengthening strategies. This course is equivalent to CIVE 5202 at Carleton University.",Lecture,
CVG,7116,Fundamentals of Geomechanics ,"Tensor calculus, Cauchy stress, kinematics of continuum deformation (strain), elasticity for geomaterials, plasticity for geomaterials, constitutive models for soils, Cam-clay model. This course is equivalent to CIVE 5506 at Carleton University.",Lecture,
CVG,7120,Solid Mechanics ,"Cartesian tensor notation; stresses and strains in a continuum; transformations, invariants; equations of motion; constitutive relations; generalized Hooke's Law, bounds for elastic constant: strain energy, superposition, uniqueness; formulation of plane stress and plane strain problems; energy principles, variational methods; plasticity. This course is equivalent to CIVE 5101 at Carleton University",Lecture,
CVG,7122,Finite Element Analysis 1 ,"Advanced finite element methods for linear systems. The relationship with variational and Galerkin formulations, system of linear equations, polynomial interpolation, numerical integration, and theory of elasticity is explored. Isoparametric formulations for structural and continuum elements are examined. Introduction to linear dynamics and nonlinear problems. This course is equivalent to CIVE 5103 at Carleton University.",Lecture,
CVG,7123,Earthquake Analysis and Design of Structures ,Advanced vibration analysis techniques; Rayleigh-Ritz procedure; subspace iteration; derived Ritz coordinates; proportional and non-proportional damping; introduction to seismology; earthquake response analysis via time and frequency domain; response spectrum approach; multiple input excitations; design considerations and code requirements; other advanced topics in earthquake engineering. This course is equivalent to CIVE 5104 at Carleton University.,Lecture,
CVG,7124,Finite Element Analysis 2 ,"Variational and Galerkin formulations: assumed displacement, assumed stress and hybrid elements; plate bending: convergence, completeness and conformity, patch test, Kirchhoff and Mindlin plate theories, nonlinear elasticity and plasticity; geometric non-linearity, Eulerian and Lagrangian formulations; incremental and iterative schemes, finite elements in dynamics. This course is equivalent to CIVE 5105 at Carleton University.",Lecture,
CVG,7126,Advanced Steel Structures ,"Limit states design philosophy; material behavior; tension members; plate buckling; torsion; lateral torsional buckling; beams, axially loaded columns and beam-column behavior; brittle fracture and fatigue; frame stability and second order effects. This course is equivalent to CIVE 5204 at Carleton University.",Lecture,
CVG,7128,Prestressed Concrete ,"Behavior and analysis of prestressed concrete elements subjected to axial loads, flexure and shear: material properties; prestressing systems; linear and non-linear behavior; deflections; compression-field approaches; disturbed regions; restraint of deformations; design requirements; applications to pressure vessels, bridges and frames. This course is equivalent to CIVE 5206 at Carleton University.",Lecture,
CVG,7130,Advanced  Mechanics of Reinforced Concrete ,"Review of various analytical methods, constitutive models, and failure criteria for reinforced concrete structures; performance assessment and forensic analysis; nonlinear finite element analysis of concrete structures. This course is equivalent to CIVE 5208 at Carleton University.",Lecture,
CVG,7137,Dynamics of Structures ,"Structural dynamics, single and multi-degree-of-freedom systems, formulation of equations of motion, methods of analytical mechanics, free and forced vibrations, normal mode analysis, numerical methods for the response analyses of single and multiple-degree-of-freedom systems. This course is equivalent to CIVE 5106 at Carleton University.",Lecture,
CVG,7138,Masonry Behavior and Design ,"Properties of masonry materials and assemblages. Behavior and design of walls, columns and lintels. Treatment of specialized design and construction topics. Design of low rise and high rise structures. Discussion of masonry problems. Emphasis on a practice-oriented approach. This course is equivalent to CIVE 5200 at Carleton University.","Laboratory, Lecture",
CVG,7151,Traffic Engineering ,Introduction to principles of traffic engineering. Traffic operation concepts. Travel modes and modal characteristics. Traffic stream characteristics and queuing theory. Capacity and level of service analysis of roads and intersections. Includes: Experiential Learning Activity. This course is equivalent to CIVE 5305 at Carleton University.,Lecture,
CVG,7153,Urban Transportation ,"Urban transportation systems, planning and management. Introduction to models of urban travel demand. Overview of modern transportation planning issues and policies. The role of transportation planning within the wider context of transportation decision-making. Transportation land use interaction. This course is equivalent to CIVE 5307 at Carleton University.",Lecture,
CVG,7154,Highway Geometric Design ,"Principles of highway geometric design. Safety and human factors, and their interaction with the road elements. Multimodal considerations. Road design elements. New and evolving concepts. This course is equivalent to CIVE 5308 at Carleton University.",Lecture,
CVG,7158,Airport Planning ,"Framework for airport planning and design. Aircraft characteristics; demand forecasting; airport site selection; noise, airside capacity; geometric design; the passenger terminal complex; cargo area; general aviation; ground transportation; land use planning. This course is equivalent to CIVE 5403 at Carleton University.",Lecture,
CVG,7170,Fundamentals of Fire Safety Engineering ,"The fire safety system, including social, economic and environmental issues; description of the fire safety regulatory system and the governing building codes and standards. This includes the global fire safety system in a facility and active fire protection systems; detection, suppression, smoke management. This course is equivalent to CIVE 5609 at Carleton University.",Lecture,
CVG,7171,Fire Dynamics I ,"Fundamentals of combustion including material and energy balances, chemical thermodynamics, kinetics, premixed and diffusive burning. Advanced topics in the theory of combustion, flame propagation, efficiency of combustion, and the physico-chemical properties of combustible material. This course is equivalent to CIVE 5610 at Carleton University.",Lecture,
CVG,7172,Fire Dynamics II ,Fire dynamics from ignition through heat transfer to growth and spread of fires and their suppression. Factors such as containment and its role in the dynamics of fires and explosions are covered. This course is equivalent to CIVE 5613 at Carleton University.,Lecture,Prerequisite:CVG 7171.
CVG,7173,People in Fires ,"Review of the work presented by the founders in the field of human behavior in fire. Introduction to the basic notions of perception, cognition, information processing, decision-making and problem solving. Behavioral concepts such as panic, commitment, affiliation, familiarity and role are discussed. This course is equivalent to CIVE 5611 at Carleton University.",Lecture,
CVG,7174,Fire Modelling ,"Fire modeling and its role in fire safety engineering. Review of the main modeling techniques used in Fire Safety Engineering: network, zone and Computational Fluid Dynamics (CFD). This course is equivalent to CIVE 5612 at Carleton University.",Lecture,
CVG,7175,Design for Fire Resistance ,"Behavior of materials and structures at elevated temperatures; fire-resistance tests; fire-resistance ratings; building code requirements; real-world fires; assessing the fire resistance of steel, concrete and wood building assemblies. This course is equivalent to CIVE 5614 at Carleton University.",Lecture,
CVG,7181,Performance-Based Earthquake Engineering ,"Seismic performance assessment of new and existing buildings using modelling. Design and construction of nonlinear structural models. Accounting for mass, material behavior, damping, and nonlinear geometry. Use of pushover and time history analysis methods to determine seismic performance. Consideration of nonstructural elements in determining performance. This course is equivalent to CIVE 5108 at Carleton University.",Lecture,
CVG,7184,Blast Load Effects on Structures ,"Threats, risk analysis, vulnerability assessment; explosives: types and mechanisms; load determination; response of structural elements under blast loads, analysis and design for blast loads; blast mitigation, retrofit of structures; post-event assessment. This course is equivalent to CIVE 5507 at Carleton University.",Lecture,
CVG,7185,Topics in Fire Safety ,"Courses in special topics related to fire safety, not covered by other graduate courses. This course is equivalent to CIVE 5810 at Carleton University.",Lecture,
CVG,7300,Topics in Structures ,This course is equivalent to CIVE 5705 at Carleton University.,Lecture,
CVG,7301,Topics in Structures ,This course is equivalent to CIVE 5706 at Carleton University.,Lecture,
CVG,7302,Topics in Structures ,This course is equivalent to CIVE 5707 at Carleton University.,Lecture,
CVG,7303,Topics in Structures ,This course is equivalent to CIVE 5708 at Carleton University.,Lecture,
CVG,7304,Topics in Structures ,This course is equivalent to CIVE 5709 at Carleton University.,Lecture,
CVG,7305,Topics in Geotechnique ,This course is equivalent to CIVE 5800 at Carleton University.,Lecture,
CVG,7306,Topics in Geotechnique ,This course is equivalent to CIVE 5801 at Carleton University.,Lecture,
CVG,7307,Topics in Geotechnique ,This course is equivalent to CIVE 5802 at Carleton University.,Lecture,
CVG,7308,Topics in Geotechnique ,This course is equivalent to CIVE 5803 at Carleton University.,Lecture,
CVG,7309,Topics in Geotechnique ,This course is equivalent to CIVE 5804 at Carleton University.,Lecture,
CVG,7310,Topics in Transportation ,This course is equivalent to CIVE 5805 at Carleton University.,Lecture,
CVG,7311,Topics in Transportation ,This course is equivalent to CIVE 5806 at Carleton University.,Lecture,
CVG,7312,Topics in Transportation ,This course is equivalent to CIVE 5807 at Carleton University.,Lecture,
CVG,7313,Topics in Transportation ,This course is equivalent to CIVE 5808 at Carleton University.,Lecture,
CVG,7314,Topics in Transportation ,This course is equivalent to CIVE 5809 at Carleton University.,Lecture,
CVG,7315,Topics in Fire Safety ,This course is equivalent to CIVE 5811 at Carleton University.,Lecture,
CVG,7316,Topics in Fire Safety ,This course is equivalent to CIVE 5812 at Carleton University.,Lecture,
CVG,7317,Topics in Fire Safety ,This course is equivalent to CIVE 5813 at Carleton University.,Lecture,
CVG,7318,Topics in Fire Safety ,This course is equivalent to CIVE 5814 at Carleton University.,Lecture,
CVG,7337,Energy and the Critical Zone ,"Survey of environmental impacts of energy development including groundwater and soil contamination and greenhouse gas emissions. Application of relevant theory (multiphase flow, mass transfer, fate and transport) to describe key environmental processes, detection, monitoring, and mitigation. Previous contaminant hydrogeology related course knowledge expected. Includes: Experiential Learning Activity. This course is equivalent to ENVE 5207 at Carleton University.",Lecture,
CVG,8366,Doctoral Seminar in Civil Engineering,Attendance and participation in the monthly seminar. All students must make one presentation and continue to attend throughout the program. Graded S (Satisfactory) / NS (Not satisfactory).,Seminar,
MCG,1101,Fundamentals of Mechanical Engineering (1 unit),"Dissection of simple mechanical systems, measurements, report writing.","Laboratory, Lecture",Prerequisite:GNG 1105.MCG 1102is corequisite toMCG 1101.
MCG,1102,Mechanical Drafting (2 units),"Basics of graphical communication, conventional and computer-aided. Sketching, orthographic projections, assembly drawings, solid modelling.","Laboratory, Lecture",Prerequisite:GNG 1105.MCG 1101is corequisite toMCG 1102.
MCG,1501,Principes fondamentaux en génie mécanique (1 crédit),"Dissection des systèmes mécaniques, métrologie, rédaction des rapports.","Volet :Laboratoire, Cours magistral",Préalable :GNG 1505. Le coursMCG 1502est concomitant àMCG 1501.
MCG,1502,Dessin mécanique (2 crédits),"Notions de base de la communication graphique par les méthodes conventionnelles et assistées par ordinateur. Exécution des croquis, projections orthographiques, sections, dessins d'assemblages, modèles solides.","Volet :Laboratoire, Cours magistral",Préalable :GNG 1505. Le coursMCG 1501est concomitant àMCG 1502.
MCG,2101,Introduction to Design of Mechanical Systems ,The design process. Mechanical components-nomenclature and function. Project management. Technical report writing and oral presentations. Group design project.,"Laboratory, Lecture","Prerequisites:MCG 1101,MCG 1102, (MCG 2360orMCG 2141)."
MCG,2108,Dynamics ,Newtonian mechanics. Particle kinematics and dynamics. Moving co-ordinates. Rigid body kinematics and dynamics.Impulse and momentum. Work and energy.,"Lecture, Tutorial",Prerequisite: GNG1105. MAT2322 is corequisite toMCG 2108.
MCG,2130,Thermodynamics I ,"Fundamentals of engineering thermodynamics. Properties and state, properties tables, first law of thermodynamics for control mass and control volume systems, second law, entropy and its applications.","Lecture, Tutorial",
MCG,2131,Thermodynamics II ,"Extension of thermodynamics principles to mixtures, psychrometrics, real gases and chemical reactions. Application of thermodynamics to standard power and refrigeration cycles. Laboratory experiments.","Laboratory, Lecture, Tutorial",Prerequisite:MCG 2130.
MCG,2141,Biological and Engineering Materials I ,"Introduction to structures of engineering metals and their mechanical properties. Defect structures; elastic and plastic deformation, strengthening processes. Introduction to equilibrium phase diagrams. Heat treatment of ferrous alloys. Introduction to fracture, corrosion, welding, and time dependent deformation in metals. Laboratories on biological materials.","Laboratory, Lecture, Tutorial",
MCG,2142,Biological and Engineering Materials II ,"Processing, microstructures, mechanical properties and applications of structural ceramics, polymers and fibre composite materials. Microstructure-mechanical properties relationships in  hard and soft biological tissues.  Corrosion prevention and control in engineering structures and human implant devices. Laboratory experiments.","Laboratory, Lecture","Prerequisites:ANP 1106, (MCG 2360orMCG 2141)."
MCG,2360,Engineering Materials I ,"Introduction to structures of engineering metals and their mechanical properties. Defect structures; elastic and plastic deformation, strengthening processes. Introduction to equilibrium phase diagrams. Heat treatment of ferrous alloys. Introduction to fracture, corrosion, welding, and time dependent deformation in metals.","Lecture, Tutorial",
MCG,2361,Engineering Materials II ,"Processing, strengthening mechanisms, properties and applications of structural ceramics, polymers and composite materials. Corrosion prevention and control. Laboratory experiments.","Laboratory, Lecture",Prerequisite:MCG 2360.
MCG,2501,Introduction à la conception de systèmes mécaniques ,Processus de conception. Composantes mécaniques - terminologie et fonctionnement. Gestion de projet. Rédaction scientifique et communication orale. Projet de conception en groupe.,"Volet :Laboratoire, Cours magistral","Préalables :MCG 1501,MCG 1502(MCG 2760ouMCG 2541)."
MCG,2508,Dynamique ,Mécanique Newtonienne.  Cinématique et cinétique des particules.  Système de coordonnées en mouvement.  Cinématique et dynamique des corps rigides.  Impulsion et quantité de mouvement.  Travail et énergie.,"Volet :Cours magistral, Tutoriel",Préalable :GNG 1505. Le coursMAT 2722est concomitant àMCG 2508.
MCG,2530,Thermodynamique I ,"Principes de la thermodynamique appliquée. Propriétés et états, tables des propriétés, premier principe de la thermodynamique pour un système fermé et un volume de contrôle, second principe, entropie et ses applications.","Volet :Cours magistral, Tutoriel",
MCG,2531,Thermodynamique II ,"Extension des principes de la thermodynamique aux mélanges, psychrométrique, gaz réels et réactions chimiques. Applications de la thermodynamique aux cycles de puissance et de réfrigération. Expériences au laboratoire.","Volet :Laboratoire, Cours magistral, Tutoriel",Préalable :MCG 2530.
MCG,2541,Matériaux biologiques et pour l'ingénieur I ,"Introduction aux structures et propriétés mécaniques des matériaux. Imperfections structurales.  Déformation élastique et plastique. Introduction aux diagrammes d'équilibres.  Traitement thermique des alliages ferreux.  Introduction à la fracture, corrosion, soudage et déformation liés à la durée des métaux.  Travaux pratiques sur les matéraux biologiques.","Volet :Laboratoire, Cours magistral, Tutoriel",
MCG,2542,Matériaux biologiques et pour l'ingénieur II ,"Mise en oeuvre, microstructure, propriétés matérielles et applications des céramiques, polymères et matériaux composites à fibres. Relations entre les propriétés micro structurelles et mécaniques des tissus biologiques durs et mous. Prévention et contrôle de la corrosion en construction mécanique et dans les implants humains. Travaux pratiques.","Volet :Laboratoire, Cours magistral","Préalables :ANP 1506, (MCG 2760ouMCG 2541)."
MCG,2760,Matériaux de l'ingénieur I ,"Introduction aux structures et propriétés mécaniques des matériaux. Imperfections structurales. Déformation élastique et plastique. Introduction aux diagrammes d'équilibres. Traitement thermique des alliages ferreux. Introduction à la fracture, corrosion, soudage et déformation liés à la durée des métaux.","Volet :Cours magistral, Tutoriel",
MCG,2761,Matériaux de l'ingénieur II ,"Processus de fabrication, mécanismes de durcissement, propriétés et applications des céramiques structurelles, des polymères et des matériaux composites, contrôle et prévention de la corrosion. Expériences de laboratoire.","Volet :Laboratoire, Cours magistral",Préalable :MCG 2760.
MCG,3110,Heat Transfer ,"Fundamental principles of heat transmission by conduction, convection and radiation. Application of these principles to the solution of engineering problems.","Lecture, Tutorial",Prerequisite:MCG 3340.
MCG,3130,Dynamics of Machinery ,"Masses, motions and forces in machines. Engine force analysis. Flywheels and balancing. Vibrations of machinery and of shafting.","Lecture, Tutorial",Prerequisite:MCG 2108.
MCG,3131,Machine Design ,The application of the theory of mechanics of materials to the design of machine elements.,"Lecture, Tutorial","Prerequisites:CVG 2140,MCG 2101, (MCG 2361orMCG 2142), (MCG 3145orMCG 3141)."
MCG,3141,Advanced Strength of Materials and Applications to Biomechanical Systems ,"Review of stress and strain, mechanical properties of materials, axial loading, torsion, bending, and transverse shear. Combined loadings, stress and strain transformations, theories of failure, deflection of beams and buckling of columns, energy methods. Applications to biomechanical systems.","Lecture, Tutorial","Prerequisites:MCG 2142,CVG 2140,MCG 2108."
MCG,3142,Biocontrol Systems ,"Feedback control theory.  Samples of physiological control systems; body temperature regulation, heart rate regulation, etc.  Time and frequency domain analysis of feedback control systems.  Stability criteria.  Control systems design and compensation techniques. Introduction to non-linear control systems.  Simple models of physiological control systems; their analysis and simulation.","Laboratory, Lecture","Prerequisites:MAT 3320,MCG 2142,MCG 3306,ELG 3336."
MCG,3143,Biofluid Mechanics ,"Fundamentals of the human cardiovascular and respiratory systems. Differential treatment of fluid motion. Computational fluid dynamics.  Non-Newtonian fluids. Haemodynamics and blood rheology. External flows. Additional topics may include measurements in the cardiovascular system, fluid machinery and biomedical applications.","Laboratory, Lecture, Tutorial",Prerequisite:MCG 3340for MCG students orCHG 2312for CHG students.
MCG,3145,Advanced Strength of Materials ,"Review of stress and strain at a point. Stress and strain transformations. Theories of failure and their application to design problems. Shear centre, bending of members in multiple plane. Energy methods, Castigliano's theorems, applications to straight and curved members. Torsion of these sections, non-circular sections. Impact stresses.","Lecture, Tutorial","Prerequisites:CVG 2140,MCG 2108."
MCG,3305,Biomedical System Dynamics ,"Modeling of mechanical, fluid, thermal and biomedical systems using a lumped parameter approach. Concepts of through and across variables in systems. Block diagrams for system representation. Linearization and solution of system equations. Transient and frequency response of biomedical systems.","Laboratory, Lecture","Prerequisites: (ANP 1106orMCG 2141),MAT 2384,MCG 2108. Corequisite:ELG 3336."
MCG,3306,System Dynamics ,"Modelling of mechanical, electrical, fluid and thermal systems using lumped parameter approach. Concepts of through and across variables in systems. Block diagram for system representation. Linearization and solution of system equations. Transient and frequency response of physical systems.","Laboratory, Lecture","Prerequisites:MAT 2384,MCG 2108. Corequisite:ELG 3336."
MCG,3307,Control Systems ,Feedback theory. Time and frequency domain analysis of feedback control systems. Stability criteria. Design of simple feedback control systems and compensation techniques. Statespace analysis of systems. Laboratory experiments.,"Laboratory, Lecture","Prerequisites:MAT 3320, (MCG 3305orMCG 3306)."
MCG,3340,Fluid Mechanics I ,Fundamental concepts. Fluid statics. Fundamental laws of fluid motion. Dimensional analysis and similitude. Internal flows.,"Laboratory, Lecture, Tutorial","Prerequisites:MAT 2322,MCG 2108,MCG 2130. Corequisite:MAT 3320."
MCG,3341,Fluid Mechanics II ,"External flows, aerodynamics. Differential treatment of fluid motion. Computational fluid dynamics. Fluid machinery. Compressible flow. Laboratory experiments.","Laboratory, Lecture, Tutorial",Prerequisite:MCG 3340.
MCG,3510,Transfert de chaleur ,"Principes fondamentaux en transfert de chaleur par conduction, convection et radiation. Application de ces principes pour la résolution de problèmes d'ingénierie.","Volet :Cours magistral, Tutoriel",Préalable :MCG 3740.
MCG,3530,Dynamique des machines ,"Masses, mouvements et forces dans les machines. Analyse des forces dans un moteur. Volants d'inertie et équilibrage. Vibrations des machines et des arbres de transmission.","Volet :Cours magistral, Tutoriel",Préalable :MCG 2508.
MCG,3531,Conception des machines ,Application de la théorie de la mécanique des matériaux à la conception des composantes d'une machine.,"Volet :Cours magistral, Tutoriel","Préalables :CVG 2540,MCG 2501, (MCG 2761ouMCG 2542), (MCG 3545ouMCG 3541)."
MCG,3541,Résistance des matériaux et applications à des systèmes biomécaniques ,"Révision des contraintes et déformations, propriétés mécaniques des matériaux, chargement axial, ainsi que de torsion, flexion, et cisaillement. Chargements combinés, transformation des contraintes et des déformations, théories de la rupture, déflexion des poutres et flambage des colonnes, méthodes énergétiques. Applications à des systèmes biomécaniques.","Volet :Cours magistral, Tutoriel",Préalable :MCG 2542.
MCG,3542,Biocontrôle ,"Théorie du contrôle des systèmes en boucle fermée.  Exemples de contrôle de systèmes physiologiques; régulation de la température du corps, régulation du rythme cardiaque, etc.  Analyse temporelle et fréquentielle du contrôle de systèmes en boucle fermée.  Critère de stabilité.  Conception de contrôle de système et techniques de compensation.  Introduction aux systèmes non linéaires.  Modèles simples de contrôle de système physiologiques; analyse et simulation.","Volet :Laboratoire, Cours magistral","Préalables :MAT 3320,MCG 2542,MCG 3306,ELG 3336."
MCG,3543,Biomécanique des fluides ,"Principes fondamentaux des systèmes cardiovasculaire et respiratoire humains. Équations différentielles du mouvement des fluides. Simulations numériques. Fluides non newtoniens. Hémodynamique et rhéologie sanguine. Ecoulements externes. D'autres sujets peuvent inclure les mesures dans le système cardiovasculaire, machines hydrolyques et les applications biomédicales.","Volet :Laboratoire, Cours magistral, Tutoriel","Préalables : MCG2542, MCG3740 pour les étudiants en génie mécanique (MCG) ouCHG 2712pour les étudiants en génie chimique (CHG)."
MCG,3545,Résistance des matériaux II ,"Révision des contraintes et déformations en un point. Changements de repères. Théories de la rupture et leur utilisation en conception. Centre de cisaillement, fléchissement de membres en plusieurs plans. Méthodes énergétiques, théorèmes de Castigliano, application aux membres droits et courbes. Torsion de ces sections et de sections non circulaires. Contraintes de choc.","Volet :Cours magistral, Tutoriel","Préalables :CVG 2540,MCG 2508."
MCG,3705,Dynamique des systèmes biomédicaux ,"Modélisation des systèmes mécaniques, thermiques, biomédicaux et des fluides avec l'approche des paramètres concentrés. Les concepts des variables d'efforts et d'écoulement. Les diagrammes bloc pour la représentation des systèmes. Linéarisation et solutions des équations des systèmes. La réponse transitoire et de fréquence des systèmes physiques.","Volet :Laboratoire, Cours magistral","Préalables: (ANP 1506ouMCG 2541),MAT 2784,MCG 2508. Concomitant :ELG 3736."
MCG,3706,Dynamique des systèmes ,"Modélisation des systèmes mécaniques, électriques, des fluides et thermiques avec l'approche des paramètres concentrés. Les concepts des variables d'efforts et d'écoulement. Les diagrammes bloc pour la représentation des systèmes. Linéarisation et solutions des équations des systèmes. La réponse transitoire et de  fréquence des systèmes physiques.","Volet :Laboratoire, Cours magistral","Préalables :MAT 2784,MCG 2508. Concomitant :ELG 3736."
MCG,3707,Automatique ,La théorie de la rétroaction. L'analyse dans le domaine de temps et de fréquence des systèmes de réglage avec rétroaction. Critères  de stabilité. La conception des systèmes simples de réglage avec rétroaction et des techniques de compensation. L'analyse des systèmes dans l'espace d'état. Expériences de laboratoire.,"Volet :Laboratoire, Cours magistral","Préalables :MAT 3720, (MCG 3705ouMCG 3706)."
MCG,3740,Mécanique des fluides I ,Principes fondamentaux.  Statique des fluides.  Lois fondamentales des écoulements.  Analyse non-dimensionnelle et principes de similarité. Ecoulements internes.,"Volet :Laboratoire, Cours magistral, Tutoriel","Préalables :MAT 2722,MCG 2508,MCG 2530. Concomitant :MAT 3720."
MCG,3741,Mécanique des fluides II ,"Écoulements externes, aérodynamique.  Traitement différentiel de la mécanique des fluides.  Simulation numérique.  Pompes et turbines. Écoulements compressibles.  Expériences de laboratoire.","Volet :Laboratoire, Cours magistral, Tutoriel",Préalable :MCG 3740.
MCG,4100,Thesis (6 units),"A student in the fourth year of Mechanical Engineering may elect to prepare a written thesis on an approved research topic,  to be completed in one semester.",Research,Prerequisite: Completion of 3rd year Mechanical Engineering or Biomedical Mechanical Engineering studies.
MCG,4102,Finite Element Analysis ,"Review of matrix algebra and matrix structural analysis. Fundamentals of the finite element method. Simple one- and two-dimensional elements. Elementary programming in stress analysis, heat transfer and fluid flow. Preprocessing, post-processing. Use of commercial programs.","Lecture, Tutorial","Prerequisites:GNG 1106, (MCG 3145orMCG 3141) or equivalent."
MCG,4104,Building Energy Systems ,"The theory and application of the principles of heating, ventilating and air conditioning are applied to engineering systems. The thermodynamic properties of air-water mixtures are discussed in relation to heating and cooling load calculations. Current engineering systems are studied.",Lecture,"Prerequisites:MCG 3110, (MCG 3341orMCG 3143)."
MCG,4107,Dynamics II ,"Modelling, problem formulation and analysis of rigid body, multi-degree-of-freedom, mechanical, gyrodynamic, electro-mechanical, and vibrational systems using Newton, D'Alembert, Euler and Lagrange methods. Introduction to central force motion.",Lecture,Prerequisite:MCG 3130.
MCG,4110,Fluid Machinery ,"Review of fluid mechanics and thermodynamics of turbomachinery and positive displacement fluid machinery. Performance characteristics, selection and comparison of types.",Lecture,Prerequisite:MCG 3341orMCG 3143.
MCG,4111,Internal Combustion Engines ,"The theory, thermodynamics, and mechanical principles of internal combustion engines. Basic engine types and their operation. Engine testing. Theories of combustion. Economy and selection of various engines for different purposes. Fuels.","Lecture, Tutorial","Prerequisites:MCG 2131, (MCG 3341orMCG 3143)."
MCG,4112,Introduction to Microfluidics ,"Physics of liquid transport in micro-fabricated systems including physics at the microscale, hydrodynamics of microfluidic systems, diffusion mixing, introduction to microfabrication, examples of microfluidics devices , hand-on project.",Lecture,Prerequisite:MCG 3143orMCG 3341.
MCG,4126,Energy Conversion ,"Fuels, combustion fundamentals, pollutant formation and control, nuclear energy, solar energy, refrigeration, and other energy conversion systems.",Lecture,"Prerequisites:MCG 2131,MCG 3110, (MCG 3341orMCG 3143)."
