Faculty,Code,Title,Description,Components,Prerequisites,TextForBERT
CVG,7126,Advanced Steel Structures ,"Limit states design philosophy; material behavior; tension members; plate buckling; torsion; lateral torsional buckling; beams, axially loaded columns and beam-column behavior; brittle fracture and fatigue; frame stability and second order effects. This course is equivalent to CIVE 5204 at Carleton University.",Lecture,,"advanced steel structures. limit states design philosophy; material behavior; tension members; plate buckling; torsion; lateral torsional buckling; beams, axially loaded columns and beam-column behavior; brittle fracture and fatigue; frame stability and second order effects. this course is equivalent to cive 5204 at carleton university. lecture"
CVG,7128,Prestressed Concrete ,"Behavior and analysis of prestressed concrete elements subjected to axial loads, flexure and shear: material properties; prestressing systems; linear and non-linear behavior; deflections; compression-field approaches; disturbed regions; restraint of deformations; design requirements; applications to pressure vessels, bridges and frames. This course is equivalent to CIVE 5206 at Carleton University.",Lecture,,"prestressed concrete. behavior and analysis of prestressed concrete elements subjected to axial loads, flexure and shear: material properties; prestressing systems; linear and non-linear behavior; deflections; compression-field approaches; disturbed regions; restraint of deformations; design requirements; applications to pressure vessels, bridges and frames. this course is equivalent to cive 5206 at carleton university. lecture"
CVG,7130,Advanced  Mechanics of Reinforced Concrete ,"Review of various analytical methods, constitutive models, and failure criteria for reinforced concrete structures; performance assessment and forensic analysis; nonlinear finite element analysis of concrete structures. This course is equivalent to CIVE 5208 at Carleton University.",Lecture,,"advanced mechanics of reinforced concrete. review of various analytical methods, constitutive models, and failure criteria for reinforced concrete structures; performance assessment and forensic analysis; nonlinear finite element analysis of concrete structures. this course is equivalent to cive 5208 at carleton university. lecture"
CVG,7137,Dynamics of Structures ,"Structural dynamics, single and multi-degree-of-freedom systems, formulation of equations of motion, methods of analytical mechanics, free and forced vibrations, normal mode analysis, numerical methods for the response analyses of single and multiple-degree-of-freedom systems. This course is equivalent to CIVE 5106 at Carleton University.",Lecture,,"dynamics of structures. structural dynamics, single and multi-degree-of-freedom systems, formulation of equations of motion, methods of analytical mechanics, free and forced vibrations, normal mode analysis, numerical methods for the response analyses of single and multiple-degree-of-freedom systems. this course is equivalent to cive 5106 at carleton university. lecture"
CVG,7138,Masonry Behavior and Design ,"Properties of masonry materials and assemblages. Behavior and design of walls, columns and lintels. Treatment of specialized design and construction topics. Design of low rise and high rise structures. Discussion of masonry problems. Emphasis on a practice-oriented approach. This course is equivalent to CIVE 5200 at Carleton University.","Laboratory, Lecture",,"masonry behavior and design. properties of masonry materials and assemblages. behavior and design of walls, columns and lintels. treatment of specialized design and construction topics. design of low rise and high rise structures. discussion of masonry problems. emphasis on a practice-oriented approach. this course is equivalent to cive 5200 at carleton university. laboratory, lecture"
CVG,7151,Traffic Engineering ,Introduction to principles of traffic engineering. Traffic operation concepts. Travel modes and modal characteristics. Traffic stream characteristics and queuing theory. Capacity and level of service analysis of roads and intersections. Includes: Experiential Learning Activity. This course is equivalent to CIVE 5305 at Carleton University.,Lecture,,traffic engineering. introduction to principles of traffic engineering. traffic operation concepts. travel modes and modal characteristics. traffic stream characteristics and queuing theory. capacity and level of service analysis of roads and intersections. includes: experiential learning activity. this course is equivalent to cive 5305 at carleton university. lecture
CVG,7153,Urban Transportation ,"Urban transportation systems, planning and management. Introduction to models of urban travel demand. Overview of modern transportation planning issues and policies. The role of transportation planning within the wider context of transportation decision-making. Transportation land use interaction. This course is equivalent to CIVE 5307 at Carleton University.",Lecture,,"urban transportation. urban transportation systems, planning and management. introduction to models of urban travel demand. overview of modern transportation planning issues and policies. the role of transportation planning within the wider context of transportation decision-making. transportation land use interaction. this course is equivalent to cive 5307 at carleton university. lecture"
CVG,7154,Highway Geometric Design ,"Principles of highway geometric design. Safety and human factors, and their interaction with the road elements. Multimodal considerations. Road design elements. New and evolving concepts. This course is equivalent to CIVE 5308 at Carleton University.",Lecture,,"highway geometric design. principles of highway geometric design. safety and human factors, and their interaction with the road elements. multimodal considerations. road design elements. new and evolving concepts. this course is equivalent to cive 5308 at carleton university. lecture"
CVG,7158,Airport Planning ,"Framework for airport planning and design. Aircraft characteristics; demand forecasting; airport site selection; noise, airside capacity; geometric design; the passenger terminal complex; cargo area; general aviation; ground transportation; land use planning. This course is equivalent to CIVE 5403 at Carleton University.",Lecture,,"airport planning. framework for airport planning and design. aircraft characteristics; demand forecasting; airport site selection; noise, airside capacity; geometric design; the passenger terminal complex; cargo area; general aviation; ground transportation; land use planning. this course is equivalent to cive 5403 at carleton university. lecture"
CVG,7170,Fundamentals of Fire Safety Engineering ,"The fire safety system, including social, economic and environmental issues; description of the fire safety regulatory system and the governing building codes and standards. This includes the global fire safety system in a facility and active fire protection systems; detection, suppression, smoke management. This course is equivalent to CIVE 5609 at Carleton University.",Lecture,,"fundamentals of fire safety engineering. the fire safety system, including social, economic and environmental issues; description of the fire safety regulatory system and the governing building codes and standards. this includes the global fire safety system in a facility and active fire protection systems; detection, suppression, smoke management. this course is equivalent to cive 5609 at carleton university. lecture"
CVG,7171,Fire Dynamics I ,"Fundamentals of combustion including material and energy balances, chemical thermodynamics, kinetics, premixed and diffusive burning. Advanced topics in the theory of combustion, flame propagation, efficiency of combustion, and the physico-chemical properties of combustible material. This course is equivalent to CIVE 5610 at Carleton University.",Lecture,,"fire dynamics i. fundamentals of combustion including material and energy balances, chemical thermodynamics, kinetics, premixed and diffusive burning. advanced topics in the theory of combustion, flame propagation, efficiency of combustion, and the physico-chemical properties of combustible material. this course is equivalent to cive 5610 at carleton university. lecture"
CVG,7172,Fire Dynamics II ,Fire dynamics from ignition through heat transfer to growth and spread of fires and their suppression. Factors such as containment and its role in the dynamics of fires and explosions are covered. This course is equivalent to CIVE 5613 at Carleton University.,Lecture,Prerequisite:CVG 7171.,fire dynamics ii. fire dynamics from ignition through heat transfer to growth and spread of fires and their suppression. factors such as containment and its role in the dynamics of fires and explosions are covered. this course is equivalent to cive 5613 at carleton university. lecture prerequisite:cvg 7171.
CVG,7173,People in Fires ,"Review of the work presented by the founders in the field of human behavior in fire. Introduction to the basic notions of perception, cognition, information processing, decision-making and problem solving. Behavioral concepts such as panic, commitment, affiliation, familiarity and role are discussed. This course is equivalent to CIVE 5611 at Carleton University.",Lecture,,"people in fires. review of the work presented by the founders in the field of human behavior in fire. introduction to the basic notions of perception, cognition, information processing, decision-making and problem solving. behavioral concepts such as panic, commitment, affiliation, familiarity and role are discussed. this course is equivalent to cive 5611 at carleton university. lecture"
CVG,7174,Fire Modelling ,"Fire modeling and its role in fire safety engineering. Review of the main modeling techniques used in Fire Safety Engineering: network, zone and Computational Fluid Dynamics (CFD). This course is equivalent to CIVE 5612 at Carleton University.",Lecture,,"fire modelling. fire modeling and its role in fire safety engineering. review of the main modeling techniques used in fire safety engineering: network, zone and computational fluid dynamics (cfd). this course is equivalent to cive 5612 at carleton university. lecture"
CVG,7175,Design for Fire Resistance ,"Behavior of materials and structures at elevated temperatures; fire-resistance tests; fire-resistance ratings; building code requirements; real-world fires; assessing the fire resistance of steel, concrete and wood building assemblies. This course is equivalent to CIVE 5614 at Carleton University.",Lecture,,"design for fire resistance. behavior of materials and structures at elevated temperatures; fire-resistance tests; fire-resistance ratings; building code requirements; real-world fires; assessing the fire resistance of steel, concrete and wood building assemblies. this course is equivalent to cive 5614 at carleton university. lecture"
CVG,7181,Performance-Based Earthquake Engineering ,"Seismic performance assessment of new and existing buildings using modelling. Design and construction of nonlinear structural models. Accounting for mass, material behavior, damping, and nonlinear geometry. Use of pushover and time history analysis methods to determine seismic performance. Consideration of nonstructural elements in determining performance. This course is equivalent to CIVE 5108 at Carleton University.",Lecture,,"performance-based earthquake engineering. seismic performance assessment of new and existing buildings using modelling. design and construction of nonlinear structural models. accounting for mass, material behavior, damping, and nonlinear geometry. use of pushover and time history analysis methods to determine seismic performance. consideration of nonstructural elements in determining performance. this course is equivalent to cive 5108 at carleton university. lecture"
CVG,7184,Blast Load Effects on Structures ,"Threats, risk analysis, vulnerability assessment; explosives: types and mechanisms; load determination; response of structural elements under blast loads, analysis and design for blast loads; blast mitigation, retrofit of structures; post-event assessment. This course is equivalent to CIVE 5507 at Carleton University.",Lecture,,"blast load effects on structures. threats, risk analysis, vulnerability assessment; explosives: types and mechanisms; load determination; response of structural elements under blast loads, analysis and design for blast loads; blast mitigation, retrofit of structures; post-event assessment. this course is equivalent to cive 5507 at carleton university. lecture"
CVG,7337,Energy and the Critical Zone ,"Survey of environmental impacts of energy development including groundwater and soil contamination and greenhouse gas emissions. Application of relevant theory (multiphase flow, mass transfer, fate and transport) to describe key environmental processes, detection, monitoring, and mitigation. Previous contaminant hydrogeology related course knowledge expected. Includes: Experiential Learning Activity. This course is equivalent to ENVE 5207 at Carleton University.",Lecture,,"energy and the critical zone. survey of environmental impacts of energy development including groundwater and soil contamination and greenhouse gas emissions. application of relevant theory (multiphase flow, mass transfer, fate and transport) to describe key environmental processes, detection, monitoring, and mitigation. previous contaminant hydrogeology related course knowledge expected. includes: experiential learning activity. this course is equivalent to enve 5207 at carleton university. lecture"
CVG,8366,Doctoral Seminar in Civil Engineering,Attendance and participation in the monthly seminar. All students must make one presentation and continue to attend throughout the program. Graded S (Satisfactory) / NS (Not satisfactory).,Seminar,,doctoral seminar in civil engineering. attendance and participation in the monthly seminar. all students must make one presentation and continue to attend throughout the program. graded s (satisfactory) / ns (not satisfactory). seminar
MCG,1102,Mechanical Drafting (2 units),"Basics of graphical communication, conventional and computer-aided. Sketching, orthographic projections, assembly drawings, solid modelling.","Laboratory, Lecture",Prerequisite:GNG 1105.MCG 1101is corequisite toMCG 1102.,"mechanical drafting (2 units). basics of graphical communication, conventional and computer-aided. sketching, orthographic projections, assembly drawings, solid modelling. laboratory, lecture prerequisite:gng 1105.mcg 1101is corequisite tomcg 1102."
MCG,2101,Introduction to Design of Mechanical Systems ,The design process. Mechanical components-nomenclature and function. Project management. Technical report writing and oral presentations. Group design project.,"Laboratory, Lecture","Prerequisites:MCG 1101,MCG 1102, (MCG 2360orMCG 2141).","introduction to design of mechanical systems. the design process. mechanical components-nomenclature and function. project management. technical report writing and oral presentations. group design project. laboratory, lecture prerequisites:mcg 1101,mcg 1102, (mcg 2360ormcg 2141)."
MCG,2108,Dynamics ,Newtonian mechanics. Particle kinematics and dynamics. Moving co-ordinates. Rigid body kinematics and dynamics.Impulse and momentum. Work and energy.,"Lecture, Tutorial",Prerequisite: GNG1105. MAT2322 is corequisite toMCG 2108.,"dynamics. newtonian mechanics. particle kinematics and dynamics. moving co-ordinates. rigid body kinematics and dynamics.impulse and momentum. work and energy. lecture, tutorial prerequisite: gng1105. mat2322 is corequisite tomcg 2108."
MCG,2130,Thermodynamics I ,"Fundamentals of engineering thermodynamics. Properties and state, properties tables, first law of thermodynamics for control mass and control volume systems, second law, entropy and its applications.","Lecture, Tutorial",,"thermodynamics i. fundamentals of engineering thermodynamics. properties and state, properties tables, first law of thermodynamics for control mass and control volume systems, second law, entropy and its applications. lecture, tutorial"
MCG,2131,Thermodynamics II ,"Extension of thermodynamics principles to mixtures, psychrometrics, real gases and chemical reactions. Application of thermodynamics to standard power and refrigeration cycles. Laboratory experiments.","Laboratory, Lecture, Tutorial",Prerequisite:MCG 2130.,"thermodynamics ii. extension of thermodynamics principles to mixtures, psychrometrics, real gases and chemical reactions. application of thermodynamics to standard power and refrigeration cycles. laboratory experiments. laboratory, lecture, tutorial prerequisite:mcg 2130."
MCG,2141,Biological and Engineering Materials I ,"Introduction to structures of engineering metals and their mechanical properties. Defect structures; elastic and plastic deformation, strengthening processes. Introduction to equilibrium phase diagrams. Heat treatment of ferrous alloys. Introduction to fracture, corrosion, welding, and time dependent deformation in metals. Laboratories on biological materials.","Laboratory, Lecture, Tutorial",,"biological and engineering materials i. introduction to structures of engineering metals and their mechanical properties. defect structures; elastic and plastic deformation, strengthening processes. introduction to equilibrium phase diagrams. heat treatment of ferrous alloys. introduction to fracture, corrosion, welding, and time dependent deformation in metals. laboratories on biological materials. laboratory, lecture, tutorial"
MCG,2142,Biological and Engineering Materials II ,"Processing, microstructures, mechanical properties and applications of structural ceramics, polymers and fibre composite materials. Microstructure-mechanical properties relationships in  hard and soft biological tissues.  Corrosion prevention and control in engineering structures and human implant devices. Laboratory experiments.","Laboratory, Lecture","Prerequisites:ANP 1106, (MCG 2360orMCG 2141).","biological and engineering materials ii. processing, microstructures, mechanical properties and applications of structural ceramics, polymers and fibre composite materials. microstructure-mechanical properties relationships in hard and soft biological tissues. corrosion prevention and control in engineering structures and human implant devices. laboratory experiments. laboratory, lecture prerequisites:anp 1106, (mcg 2360ormcg 2141)."
MCG,2360,Engineering Materials I ,"Introduction to structures of engineering metals and their mechanical properties. Defect structures; elastic and plastic deformation, strengthening processes. Introduction to equilibrium phase diagrams. Heat treatment of ferrous alloys. Introduction to fracture, corrosion, welding, and time dependent deformation in metals.","Lecture, Tutorial",,"engineering materials i. introduction to structures of engineering metals and their mechanical properties. defect structures; elastic and plastic deformation, strengthening processes. introduction to equilibrium phase diagrams. heat treatment of ferrous alloys. introduction to fracture, corrosion, welding, and time dependent deformation in metals. lecture, tutorial"
MCG,2361,Engineering Materials II ,"Processing, strengthening mechanisms, properties and applications of structural ceramics, polymers and composite materials. Corrosion prevention and control. Laboratory experiments.","Laboratory, Lecture",Prerequisite:MCG 2360.,"engineering materials ii. processing, strengthening mechanisms, properties and applications of structural ceramics, polymers and composite materials. corrosion prevention and control. laboratory experiments. laboratory, lecture prerequisite:mcg 2360."
MCG,3110,Heat Transfer ,"Fundamental principles of heat transmission by conduction, convection and radiation. Application of these principles to the solution of engineering problems.","Lecture, Tutorial",Prerequisite:MCG 3340.,"heat transfer. fundamental principles of heat transmission by conduction, convection and radiation. application of these principles to the solution of engineering problems. lecture, tutorial prerequisite:mcg 3340."
MCG,3130,Dynamics of Machinery ,"Masses, motions and forces in machines. Engine force analysis. Flywheels and balancing. Vibrations of machinery and of shafting.","Lecture, Tutorial",Prerequisite:MCG 2108.,"dynamics of machinery. masses, motions and forces in machines. engine force analysis. flywheels and balancing. vibrations of machinery and of shafting. lecture, tutorial prerequisite:mcg 2108."
MCG,3131,Machine Design ,The application of the theory of mechanics of materials to the design of machine elements.,"Lecture, Tutorial","Prerequisites:CVG 2140,MCG 2101, (MCG 2361orMCG 2142), (MCG 3145orMCG 3141).","machine design. the application of the theory of mechanics of materials to the design of machine elements. lecture, tutorial prerequisites:cvg 2140,mcg 2101, (mcg 2361ormcg 2142), (mcg 3145ormcg 3141)."
MCG,3141,Advanced Strength of Materials and Applications to Biomechanical Systems ,"Review of stress and strain, mechanical properties of materials, axial loading, torsion, bending, and transverse shear. Combined loadings, stress and strain transformations, theories of failure, deflection of beams and buckling of columns, energy methods. Applications to biomechanical systems.","Lecture, Tutorial","Prerequisites:MCG 2142,CVG 2140,MCG 2108.","advanced strength of materials and applications to biomechanical systems. review of stress and strain, mechanical properties of materials, axial loading, torsion, bending, and transverse shear. combined loadings, stress and strain transformations, theories of failure, deflection of beams and buckling of columns, energy methods. applications to biomechanical systems. lecture, tutorial prerequisites:mcg 2142,cvg 2140,mcg 2108."
MCG,3142,Biocontrol Systems ,"Feedback control theory.  Samples of physiological control systems; body temperature regulation, heart rate regulation, etc.  Time and frequency domain analysis of feedback control systems.  Stability criteria.  Control systems design and compensation techniques. Introduction to non-linear control systems.  Simple models of physiological control systems; their analysis and simulation.","Laboratory, Lecture","Prerequisites:MAT 3320,MCG 2142,MCG 3306,ELG 3336.","biocontrol systems. feedback control theory. samples of physiological control systems; body temperature regulation, heart rate regulation, etc. time and frequency domain analysis of feedback control systems. stability criteria. control systems design and compensation techniques. introduction to non-linear control systems. simple models of physiological control systems; their analysis and simulation. laboratory, lecture prerequisites:mat 3320,mcg 2142,mcg 3306,elg 3336."
MCG,3143,Biofluid Mechanics ,"Fundamentals of the human cardiovascular and respiratory systems. Differential treatment of fluid motion. Computational fluid dynamics.  Non-Newtonian fluids. Haemodynamics and blood rheology. External flows. Additional topics may include measurements in the cardiovascular system, fluid machinery and biomedical applications.","Laboratory, Lecture, Tutorial",Prerequisite:MCG 3340for MCG students orCHG 2312for CHG students.,"biofluid mechanics. fundamentals of the human cardiovascular and respiratory systems. differential treatment of fluid motion. computational fluid dynamics. non-newtonian fluids. haemodynamics and blood rheology. external flows. additional topics may include measurements in the cardiovascular system, fluid machinery and biomedical applications. laboratory, lecture, tutorial prerequisite:mcg 3340for mcg students orchg 2312for chg students."
MCG,3145,Advanced Strength of Materials ,"Review of stress and strain at a point. Stress and strain transformations. Theories of failure and their application to design problems. Shear centre, bending of members in multiple plane. Energy methods, Castigliano's theorems, applications to straight and curved members. Torsion of these sections, non-circular sections. Impact stresses.","Lecture, Tutorial","Prerequisites:CVG 2140,MCG 2108.","advanced strength of materials. review of stress and strain at a point. stress and strain transformations. theories of failure and their application to design problems. shear centre, bending of members in multiple plane. energy methods, castigliano's theorems, applications to straight and curved members. torsion of these sections, non-circular sections. impact stresses. lecture, tutorial prerequisites:cvg 2140,mcg 2108."
MCG,3305,Biomedical System Dynamics ,"Modeling of mechanical, fluid, thermal and biomedical systems using a lumped parameter approach. Concepts of through and across variables in systems. Block diagrams for system representation. Linearization and solution of system equations. Transient and frequency response of biomedical systems.","Laboratory, Lecture","Prerequisites: (ANP 1106orMCG 2141),MAT 2384,MCG 2108. Corequisite:ELG 3336.","biomedical system dynamics. modeling of mechanical, fluid, thermal and biomedical systems using a lumped parameter approach. concepts of through and across variables in systems. block diagrams for system representation. linearization and solution of system equations. transient and frequency response of biomedical systems. laboratory, lecture prerequisites: (anp 1106ormcg 2141),mat 2384,mcg 2108. corequisite:elg 3336."
MCG,3306,System Dynamics ,"Modelling of mechanical, electrical, fluid and thermal systems using lumped parameter approach. Concepts of through and across variables in systems. Block diagram for system representation. Linearization and solution of system equations. Transient and frequency response of physical systems.","Laboratory, Lecture","Prerequisites:MAT 2384,MCG 2108. Corequisite:ELG 3336.","system dynamics. modelling of mechanical, electrical, fluid and thermal systems using lumped parameter approach. concepts of through and across variables in systems. block diagram for system representation. linearization and solution of system equations. transient and frequency response of physical systems. laboratory, lecture prerequisites:mat 2384,mcg 2108. corequisite:elg 3336."
MCG,3307,Control Systems ,Feedback theory. Time and frequency domain analysis of feedback control systems. Stability criteria. Design of simple feedback control systems and compensation techniques. Statespace analysis of systems. Laboratory experiments.,"Laboratory, Lecture","Prerequisites:MAT 3320, (MCG 3305orMCG 3306).","control systems. feedback theory. time and frequency domain analysis of feedback control systems. stability criteria. design of simple feedback control systems and compensation techniques. statespace analysis of systems. laboratory experiments. laboratory, lecture prerequisites:mat 3320, (mcg 3305ormcg 3306)."
MCG,3340,Fluid Mechanics I ,Fundamental concepts. Fluid statics. Fundamental laws of fluid motion. Dimensional analysis and similitude. Internal flows.,"Laboratory, Lecture, Tutorial","Prerequisites:MAT 2322,MCG 2108,MCG 2130. Corequisite:MAT 3320.","fluid mechanics i. fundamental concepts. fluid statics. fundamental laws of fluid motion. dimensional analysis and similitude. internal flows. laboratory, lecture, tutorial prerequisites:mat 2322,mcg 2108,mcg 2130. corequisite:mat 3320."
MCG,3341,Fluid Mechanics II ,"External flows, aerodynamics. Differential treatment of fluid motion. Computational fluid dynamics. Fluid machinery. Compressible flow. Laboratory experiments.","Laboratory, Lecture, Tutorial",Prerequisite:MCG 3340.,"fluid mechanics ii. external flows, aerodynamics. differential treatment of fluid motion. computational fluid dynamics. fluid machinery. compressible flow. laboratory experiments. laboratory, lecture, tutorial prerequisite:mcg 3340."
MCG,4100,Thesis (6 units),"A student in the fourth year of Mechanical Engineering may elect to prepare a written thesis on an approved research topic,  to be completed in one semester.",Research,Prerequisite: Completion of 3rd year Mechanical Engineering or Biomedical Mechanical Engineering studies.,"thesis (6 units). a student in the fourth year of mechanical engineering may elect to prepare a written thesis on an approved research topic, to be completed in one semester. research prerequisite: completion of 3rd year mechanical engineering or biomedical mechanical engineering studies."
MCG,4102,Finite Element Analysis ,"Review of matrix algebra and matrix structural analysis. Fundamentals of the finite element method. Simple one- and two-dimensional elements. Elementary programming in stress analysis, heat transfer and fluid flow. Preprocessing, post-processing. Use of commercial programs.","Lecture, Tutorial","Prerequisites:GNG 1106, (MCG 3145orMCG 3141) or equivalent.","finite element analysis. review of matrix algebra and matrix structural analysis. fundamentals of the finite element method. simple one- and two-dimensional elements. elementary programming in stress analysis, heat transfer and fluid flow. preprocessing, post-processing. use of commercial programs. lecture, tutorial prerequisites:gng 1106, (mcg 3145ormcg 3141) or equivalent."
MCG,4104,Building Energy Systems ,"The theory and application of the principles of heating, ventilating and air conditioning are applied to engineering systems. The thermodynamic properties of air-water mixtures are discussed in relation to heating and cooling load calculations. Current engineering systems are studied.",Lecture,"Prerequisites:MCG 3110, (MCG 3341orMCG 3143).","building energy systems. the theory and application of the principles of heating, ventilating and air conditioning are applied to engineering systems. the thermodynamic properties of air-water mixtures are discussed in relation to heating and cooling load calculations. current engineering systems are studied. lecture prerequisites:mcg 3110, (mcg 3341ormcg 3143)."
MCG,4107,Dynamics II ,"Modelling, problem formulation and analysis of rigid body, multi-degree-of-freedom, mechanical, gyrodynamic, electro-mechanical, and vibrational systems using Newton, D'Alembert, Euler and Lagrange methods. Introduction to central force motion.",Lecture,Prerequisite:MCG 3130.,"dynamics ii. modelling, problem formulation and analysis of rigid body, multi-degree-of-freedom, mechanical, gyrodynamic, electro-mechanical, and vibrational systems using newton, d'alembert, euler and lagrange methods. introduction to central force motion. lecture prerequisite:mcg 3130."
MCG,4110,Fluid Machinery ,"Review of fluid mechanics and thermodynamics of turbomachinery and positive displacement fluid machinery. Performance characteristics, selection and comparison of types.",Lecture,Prerequisite:MCG 3341orMCG 3143.,"fluid machinery. review of fluid mechanics and thermodynamics of turbomachinery and positive displacement fluid machinery. performance characteristics, selection and comparison of types. lecture prerequisite:mcg 3341ormcg 3143."
MCG,4111,Internal Combustion Engines ,"The theory, thermodynamics, and mechanical principles of internal combustion engines. Basic engine types and their operation. Engine testing. Theories of combustion. Economy and selection of various engines for different purposes. Fuels.","Lecture, Tutorial","Prerequisites:MCG 2131, (MCG 3341orMCG 3143).","internal combustion engines. the theory, thermodynamics, and mechanical principles of internal combustion engines. basic engine types and their operation. engine testing. theories of combustion. economy and selection of various engines for different purposes. fuels. lecture, tutorial prerequisites:mcg 2131, (mcg 3341ormcg 3143)."
MCG,4112,Introduction to Microfluidics ,"Physics of liquid transport in micro-fabricated systems including physics at the microscale, hydrodynamics of microfluidic systems, diffusion mixing, introduction to microfabrication, examples of microfluidics devices , hand-on project.",Lecture,Prerequisite:MCG 3143orMCG 3341.,"introduction to microfluidics. physics of liquid transport in micro-fabricated systems including physics at the microscale, hydrodynamics of microfluidic systems, diffusion mixing, introduction to microfabrication, examples of microfluidics devices , hand-on project. lecture prerequisite:mcg 3143ormcg 3341."
MCG,4126,Energy Conversion ,"Fuels, combustion fundamentals, pollutant formation and control, nuclear energy, solar energy, refrigeration, and other energy conversion systems.",Lecture,"Prerequisites:MCG 2131,MCG 3110, (MCG 3341orMCG 3143).","energy conversion. fuels, combustion fundamentals, pollutant formation and control, nuclear energy, solar energy, refrigeration, and other energy conversion systems. lecture prerequisites:mcg 2131,mcg 3110, (mcg 3341ormcg 3143)."
MCG,4127,Computational Methods in Mechanical Engineering ,"Solution of ordinary and partial differential equations in mechanical engineering by numerical techniques on computers. Matrix methods. Eigenvalue computation. Finite difference and finite element methods for solid mechanics, fluid mechanics and heat transfer problems.","Lecture, Tutorial","Prerequisites:MAT 2384, (MAT 3320or equivalent).","computational methods in mechanical engineering. solution of ordinary and partial differential equations in mechanical engineering by numerical techniques on computers. matrix methods. eigenvalue computation. finite difference and finite element methods for solid mechanics, fluid mechanics and heat transfer problems. lecture, tutorial prerequisites:mat 2384, (mat 3320or equivalent)."
MCG,4128,Basic Nuclear Engineering ,"Review of atomic structure and radioactive decay, nuclear reactions and the fission process; health physics and biological radiation protections. Radioisotope applications; engineering principles of nuclear reactors; energy production and distribution reactor, heat transfer; radiation damage and materials; reactor types.",Lecture,"Prerequisites:MCG 2131,MCG 3110, (MCG 3341orMCG 3143).","basic nuclear engineering. review of atomic structure and radioactive decay, nuclear reactions and the fission process; health physics and biological radiation protections. radioisotope applications; engineering principles of nuclear reactors; energy production and distribution reactor, heat transfer; radiation damage and materials; reactor types. lecture prerequisites:mcg 2131,mcg 3110, (mcg 3341ormcg 3143)."
MCG,4130,Industrial Planning ,"A study of the methods and practices used in industrial planning, such as the organization of engineering activities and interfacing with the various branches of industrial units, cost estimation, operations and production design.",Lecture,MCG 4328is corequisite toMCG 4130.,"industrial planning. a study of the methods and practices used in industrial planning, such as the organization of engineering activities and interfacing with the various branches of industrial units, cost estimation, operations and production design. lecture mcg 4328is corequisite tomcg 4130."
MCG,4132,Robot Mechanics ,"Robotics overview. Transformations. Basics of robot kinematics, statics and dynamics. Introduction to industrial robots and programming.","Lecture, Tutorial",Prerequisite:MCG 3130.,"robot mechanics. robotics overview. transformations. basics of robot kinematics, statics and dynamics. introduction to industrial robots and programming. lecture, tutorial prerequisite:mcg 3130."
MCG,4133,Automation Design and Control ,Concepts of batch and mass production. Sequencing and timing of the production cell operation. Cell balancing. Design and operational characteristics of hard and flexible manufacturing cells. Automated inspection. Programmable logic controllers. Computer-based cell controller. Cell design evaluation.,Lecture,"Prerequisites: MCG3131, MCG3307. MCG4322 is corequisite toMCG 4133.","automation design and control. concepts of batch and mass production. sequencing and timing of the production cell operation. cell balancing. design and operational characteristics of hard and flexible manufacturing cells. automated inspection. programmable logic controllers. computer-based cell controller. cell design evaluation. lecture prerequisites: mcg3131, mcg3307. mcg4322 is corequisite tomcg 4133."
MCG,4134,Robot Design and Control ,Classification of robot manipulators. Forward and Inverse Kinematics. Design of joint actuating systems. Independent joint control. Point-to-point control. Path planning and trajectory control. Computed torque technique. Compliance and force control. Sensory components for robot control. End of arm tooling.,"Lecture, Tutorial","Prerequisites:MCG 3131, (MCG 3307orMCG 3142).","robot design and control. classification of robot manipulators. forward and inverse kinematics. design of joint actuating systems. independent joint control. point-to-point control. path planning and trajectory control. computed torque technique. compliance and force control. sensory components for robot control. end of arm tooling. lecture, tutorial prerequisites:mcg 3131, (mcg 3307ormcg 3142)."
MCG,4135,Deformation and Fracture of Engineering Materials ,"This course will cover both macroscopic (continuum) and microscopic (discrete) aspects of deformation and fracture in engineering materials. Topics covered include elasticity, plasticity, dislocation theory, strengthening mechanisms, cracks and notches, crack tip stress fields and plastic zones, energy principles, ductile, brittle and fatigue fracture, and toughening mechanisms.",Lecture,"Prerequisites:MCG 2360,MCG 2361.","deformation and fracture of engineering materials. this course will cover both macroscopic (continuum) and microscopic (discrete) aspects of deformation and fracture in engineering materials. topics covered include elasticity, plasticity, dislocation theory, strengthening mechanisms, cracks and notches, crack tip stress fields and plastic zones, energy principles, ductile, brittle and fatigue fracture, and toughening mechanisms. lecture prerequisites:mcg 2360,mcg 2361."
MCG,4136,Mechatronics ,Models for passive and active components for electro-mechanical systems. Network representation of signals and energy transmission and conversion.  Selection of sensors and actuators for the control of mechanical systems.  Modelling and simulation for the design of mixed dynamic systems.,"Lecture, Tutorial",Prerequisite:MCG 3307orMCG 3142or equivalent.,"mechatronics. models for passive and active components for electro-mechanical systems. network representation of signals and energy transmission and conversion. selection of sensors and actuators for the control of mechanical systems. modelling and simulation for the design of mixed dynamic systems. lecture, tutorial prerequisite:mcg 3307ormcg 3142or equivalent."
